sample_id,language,dataset_name,task_type,stats_source,upos_count,dep_count,audio_path_present,audio_path_exists,pd_nonmissing,rd_nonmissing,sr_nonmissing,ft_nonmissing,fc_nonmissing,cmd_nonmissing,rep_nonmissing,ms_nonmissing,na_nonmissing,pr_nonmissing,sx_nonmissing,par_nonmissing
8d3d922b3b09dc1cccffa53117240b81a71c9a7d,el,ADReSS-M,PD_CTP,stanza,45,45,1,1,20,0,0,0,0,0,0,0,0,46,31,112
8ca65e8dfc718b661f2700dccf3d47ed6be22ad5,el,ADReSS-M,PD_CTP,stanza,38,38,1,1,20,0,0,0,0,0,0,0,0,47,31,112
c09b1baf42c140a9cc00c51862a776e00ec0b716,el,ADReSS-M,PD_CTP,stanza,38,38,1,1,20,0,0,0,0,0,0,0,0,47,31,112
6c2eacaa1c528c7e3e737f97ed10027eef2fa4e9,el,ADReSS-M,PD_CTP,stanza,30,30,1,1,16,0,0,0,0,0,0,0,0,46,31,112
1ce24498843b1281f3fa7c9fc2bb8bc420f864d1,el,ADReSS-M,PD_CTP,stanza,77,77,1,1,20,0,0,0,0,0,0,0,0,47,31,112
c07d9dde06c235a9a0f147aed11a29a39f300198,el,ADReSS-M,PD_CTP,stanza,76,76,1,1,20,0,0,0,0,0,0,0,0,46,31,112
ea28bb98e370248c19cc6a571ce2e64cab228d91,el,ADReSS-M,PD_CTP,stanza,23,23,1,1,16,0,0,0,0,0,0,0,0,47,31,112
9d779a2859b3b1f12420d2edc54cd0ebc8fab928,el,ADReSS-M,PD_CTP,stanza,36,36,1,1,20,0,0,0,0,0,0,0,0,46,31,112
8c00ba3e44af8572ed9ae1168401a41f8615cf37,el,ADReSS-M,PD_CTP,stanza,41,41,1,1,20,0,0,0,0,0,0,0,0,47,31,112
d0f26a9d48c516be97b9b11108effa6bcfcc125f,el,ADReSS-M,PD_CTP,stanza,18,18,1,1,16,0,0,0,0,0,0,0,0,46,31,112
3cbc6c3653e77452b1e528b3e87122ff677ad3d0,el,ADReSS-M,PD_CTP,stanza,36,36,1,1,20,0,0,0,0,0,0,0,0,47,31,112
4f3d26595ed2ee51ea2e9a6db1ab40b48a8a9af6,el,ADReSS-M,PD_CTP,stanza,39,39,1,1,16,0,0,0,0,0,0,0,0,47,31,112
f7bc0e6df36ffd047eff8fda2c17100069be5ab8,el,ADReSS-M,PD_CTP,stanza,41,41,1,1,20,0,0,0,0,0,0,0,0,46,31,112
283edc3a5d45627ac9040de53f3622abbd49095a,el,ADReSS-M,PD_CTP,stanza,24,24,1,1,20,0,0,0,0,0,0,0,0,45,31,112
4a14fb935a6fd0d21bd24520d3b45a17b11b9f66,el,ADReSS-M,PD_CTP,stanza,26,26,1,1,20,0,0,0,0,0,0,0,0,47,31,112
258d98cf4676c7e201faab55d09a9dcc91731083,el,ADReSS-M,PD_CTP,stanza,33,33,1,1,20,0,0,0,0,0,0,0,0,47,31,112
45384dee4d5955d8baffbbd412748c4c8542e076,el,ADReSS-M,PD_CTP,stanza,34,34,1,1,20,0,0,0,0,0,0,0,0,47,31,112
6bf41a67bce20833aaa86aabda6e60a43227c677,el,ADReSS-M,PD_CTP,stanza,38,38,1,1,20,0,0,0,0,0,0,0,0,47,31,112
494c5a1aea98c5dc4f87d78a4957c9510f0a559e,el,ADReSS-M,PD_CTP,stanza,34,34,1,1,16,0,0,0,0,0,0,0,0,47,31,112
1de3c1ea3798494f606ac591d3c751cc97100d02,el,ADReSS-M,PD_CTP,stanza,28,28,1,1,20,0,0,0,0,0,0,0,0,46,31,112
ec6c2d70be18ca73332ff76c64604915798d3fe2,el,ADReSS-M,PD_CTP,stanza,72,72,1,1,20,0,0,0,0,0,0,0,0,46,31,112
ea5e516de4617501f0ddcf1202a302f52deb2cff,el,ADReSS-M,PD_CTP,stanza,105,105,1,1,20,0,0,0,0,0,0,0,0,47,31,112
a6de01239cf349b78c2046032a93f4b8ab4f20dd,el,ADReSS-M,PD_CTP,stanza,30,30,1,1,20,0,0,0,0,0,0,0,0,45,31,112
13472eb052918e48d855f194e79ab1326b035cdf,el,ADReSS-M,PD_CTP,stanza,25,25,1,1,20,0,0,0,0,0,0,0,0,46,31,112
ee67792cfbc353af14d530881278aac2bfbc5f1f,el,ADReSS-M,PD_CTP,stanza,13,13,1,1,20,0,0,0,0,0,0,0,0,45,31,112
b0e25c5a792b126782208c4edfaab39cdf32a9a5,el,ADReSS-M,PD_CTP,stanza,30,30,1,1,20,0,0,0,0,0,0,0,0,47,31,112
4bd5a9d1a72c2cacf7039c3d4827e8d50e928c90,el,ADReSS-M,PD_CTP,stanza,46,46,1,1,16,0,0,0,0,0,0,0,0,47,31,112
632f3b2079da0f888a560f339a3125954f53929c,el,ADReSS-M,PD_CTP,stanza,32,32,1,1,20,0,0,0,0,0,0,0,0,47,31,112
21312edff6a7a57969643a4b0284d06f9c77584f,el,ADReSS-M,PD_CTP,stanza,29,29,1,1,16,0,0,0,0,0,0,0,0,45,31,112
6a9d357078601160ced03914604096c2553deacd,el,ADReSS-M,PD_CTP,stanza,23,23,1,1,20,0,0,0,0,0,0,0,0,47,31,112
501157f608e729dacc2a2d158ec635917632114b,el,ADReSS-M,PD_CTP,stanza,23,23,1,1,20,0,0,0,0,0,0,0,0,44,31,112
92c4efd241c447930de8904b4e6515f6ff88b611,el,ADReSS-M,PD_CTP,stanza,36,36,1,1,20,0,0,0,0,0,0,0,0,45,31,112
b4253376049cb1a26f9e1bc6304e4e3164aac2ed,el,ADReSS-M,PD_CTP,stanza,23,23,1,1,16,0,0,0,0,0,0,0,0,47,31,112
5ed5014d41088091c73a05f87325576e9840132f,el,ADReSS-M,PD_CTP,stanza,16,16,1,1,16,0,0,0,0,0,0,0,0,45,31,112
fdf01700d1429c7498da427f91912cb920469c0a,el,ADReSS-M,PD_CTP,stanza,22,22,1,1,16,0,0,0,0,0,0,0,0,46,31,112
6238c995768421d12a34884eb942d6d57b86a867,el,ADReSS-M,PD_CTP,stanza,37,37,1,1,20,0,0,0,0,0,0,0,0,45,31,112
f06868947e0b2398885329da0ecf1a188379fbef,el,ADReSS-M,PD_CTP,stanza,45,45,1,1,20,0,0,0,0,0,0,0,0,47,31,112
7779d22d8123e7e7c778a02cadd62cf5d7b36e36,el,ADReSS-M,PD_CTP,stanza,46,46,1,1,16,0,0,0,0,0,0,0,0,47,31,112
ad588b4f324bc7a1b96af702a72e2a7529daa0d6,el,ADReSS-M,PD_CTP,stanza,66,66,1,1,20,0,0,0,0,0,0,0,0,47,31,112
636cfe2025b02e3e50f5025053fb71039361bc58,el,ADReSS-M,PD_CTP,stanza,40,40,1,1,16,0,0,0,0,0,0,0,0,45,31,112
e93f3e8c91e50041dcb5468992a2c2fd7c3d01b3,el,ADReSS-M,PD_CTP,stanza,75,75,1,1,20,0,0,0,0,0,0,0,0,47,31,112
7d6931e2134c4483ba36a726ef7fb63b3434a2fd,el,ADReSS-M,PD_CTP,stanza,34,34,1,1,16,0,0,0,0,0,0,0,0,47,31,112
4a7d8a9cd6b2e25778f84b52e27a289b8bdef823,el,ADReSS-M,PD_CTP,stanza,15,15,1,1,20,0,0,0,0,0,0,0,0,46,31,112
0e5da17ba424df6867eff16a0724181e691b8e93,el,ADReSS-M,PD_CTP,stanza,61,61,1,1,20,0,0,0,0,0,0,0,0,47,31,112
2a9b77984153dcd979122faa34b560256498e610,el,DS3,PICTURE_RECALL,stanza,13,13,1,1,0,0,8,0,0,0,0,0,0,44,26,112
2db6861781e9069630025db555293313454b2062,el,DS3,REPETITION,stanza,115,115,1,1,0,0,0,0,0,0,8,0,0,46,31,112
67902af1f5526d3357ee3a57bdd0c7dd36cb7341,el,DS3,MOTOR_SPEECH,stanza,19,19,1,1,0,0,0,0,0,0,0,8,0,46,31,112
04c9d60fd24791de891d8c05853a854cfa205601,el,DS3,OTHER,stanza,6,6,1,1,0,0,0,0,0,0,0,0,0,19,31,112
08bdecc343746c0dbecd77c88b77d3415c2e3430,el,DS3,OTHER,stanza,35,35,1,1,0,0,0,0,0,0,0,0,0,47,31,112
a1ed9205131b089598024e03f94572e8cb4ffce1,el,DS3,OTHER,stanza,93,93,1,1,0,0,0,0,0,0,0,0,0,47,31,112
4d7cf07c1bb0e0f3ee3c29f7dd1ef358c8eee427,el,DS3,PD_CTP,stanza,16,16,1,1,0,0,0,0,0,0,0,0,0,46,31,112
9400196902589d12445643b85ea8f06340ebcacf,el,DS3,REPETITION,stanza,83,83,1,1,0,0,0,0,0,0,8,0,0,46,31,112
c49a2f0aacd4a2ca2331092dc2b28901039134e7,el,DS3,PICTURE_RECALL,stanza,10,10,1,1,0,0,8,0,0,0,0,0,0,44,31,112
6dadf6bcfc6c465cd977ccbf5a23df6c6e3ad73a,el,DS3,REPETITION,stanza,93,93,1,1,0,0,0,0,0,0,8,0,0,46,31,112
fd191a01f09bd8bd7c80fa6fb432e39ef96f6ac5,el,DS3,PD_CTP,stanza,82,82,1,1,0,0,0,0,0,0,0,0,0,46,31,112
0d27639781fc6693abf7b6579b6212e1d61f26a2,el,DS3,REPETITION,stanza,64,64,1,1,0,0,0,0,0,0,8,0,0,46,31,112
830b50e4b9aea92515a3e8fe87bc0bac630ffa58,el,DS3,PICTURE_RECALL,stanza,37,37,1,1,0,0,8,0,0,0,0,0,0,46,31,112
9f60736d44a1ca8e7f335b41a2c765df7b65859b,el,DS3,MOTOR_SPEECH,stanza,18,18,1,1,0,0,0,0,0,0,0,8,0,45,31,112
c769ac609b588556f2f7c926405c7a846afaa85c,el,DS3,PD_CTP,stanza,44,44,1,1,0,0,0,0,0,0,0,0,0,46,31,112
14d578df4bf2756c12db94f7d4c540a3bff816be,el,DS3,REPETITION,stanza,70,70,1,1,0,0,0,0,0,0,8,0,0,47,31,112
6dc73944d7a8b18c60b596fe3cf159791a3a7701,el,DS3,MOTOR_SPEECH,stanza,27,27,1,1,0,0,0,0,0,0,0,8,0,46,31,112
ba73593752609f571a77b0bbb09e738b7b8415fd,el,DS3,PD_CTP,stanza,53,53,1,1,0,0,0,0,0,0,0,0,0,47,31,112
d4d1a20a2ed2678bc5dae0e3b39ee72c8bbfc1fe,el,DS3,PICTURE_RECALL,stanza,30,30,1,1,0,0,8,0,0,0,0,0,0,46,31,112
02b142c42464793c94ecff65490cd9979fb04748,el,DS3,PICTURE_RECALL,stanza,63,63,1,1,0,0,8,0,0,0,0,0,0,47,31,112
5c06b08e54d7d2dbf41ad5693dd7cde6cbec9a4a,el,DS3,REPETITION,stanza,85,85,1,1,0,0,0,0,0,0,8,0,0,46,31,112
846035e9d595af343c432fe0bbe2b982d93de6f9,el,DS3,PD_CTP,stanza,41,41,1,1,0,0,0,0,0,0,0,0,0,46,26,112
bec7af6e89a6668668425002dc2ccb53340b517f,el,DS3,OTHER,stanza,21,21,1,1,0,0,0,0,0,0,0,0,0,45,31,112
b3a02ec626c5fb086bc129f33734e173fe02d98d,el,DS3,PICTURE_RECALL,stanza,45,45,1,1,0,0,8,0,0,0,0,0,0,47,31,112
c2979aeea1f9d8d090ccab4fe282caa3f45981b2,el,DS3,REPETITION,stanza,85,85,1,1,0,0,0,0,0,0,8,0,0,46,31,112
e53bbd747572ec856484b36408a414afbdd0be7a,el,DS3,OTHER,stanza,27,27,1,1,0,0,0,0,0,0,0,0,0,46,26,112
dbd9e4ed943cac428af380c36a11b5bd17ff2a82,el,DS3,REPETITION,stanza,60,60,1,1,0,0,0,0,0,0,8,0,0,47,31,112
f10efa2ba858011064bd77ab8d615abc92c95c43,el,DS3,PD_CTP,stanza,44,44,1,1,0,0,0,0,0,0,0,0,0,46,31,112
f8dbb6c32143d74807dbab3fd1e70bd019eca5d0,el,DS3,PICTURE_RECALL,stanza,87,87,1,1,0,0,8,0,0,0,0,0,0,47,31,112
002a90bb6a1886bd73abfe5bfe26c49a6e812f26,el,DS3,OTHER,stanza,86,86,1,1,0,0,0,0,0,0,0,0,0,46,31,112
5098eaf9cff7823a1e9f05f13941684e2c2f7b21,el,DS3,OTHER,stanza,64,64,1,1,0,0,0,0,0,0,0,0,0,46,31,112
8e99d8a5bd99cce3ce6cb923e85a6902cc8721be,el,DS3,OTHER,stanza,13,13,1,1,0,0,0,0,0,0,0,0,0,45,31,112
2c79c480656c81ea452de8b1b8ac2ab7a995fc63,el,DS3,MOTOR_SPEECH,stanza,8,8,1,1,0,0,0,12,0,0,0,8,0,43,31,112
b9ccb495afc336d339bb190be148650eb579c07a,el,DS3,PD_CTP,stanza,151,151,1,1,0,0,0,0,0,0,0,0,0,46,31,112
ee87f692415fa888c1372be13b5d254375437c7d,el,DS3,PICTURE_RECALL,stanza,48,48,1,1,0,0,8,0,0,0,0,0,0,46,31,112
fa72771d5c82cca56aabf399c0d51a133a56d485,el,DS3,REPETITION,stanza,120,120,1,1,0,0,0,0,0,0,8,0,0,47,31,112
062b3791dd986b8df588e455923ad649376727c6,el,DS3,PD_CTP,stanza,32,32,1,1,0,0,0,0,0,0,0,0,0,46,31,112
0c1af26c4840520bbb306fa2d704c0f52a05acf0,el,DS3,REPETITION,stanza,91,91,1,1,0,0,0,0,0,0,8,0,0,46,31,112
fb14e49a7835fdfbd115b18e3719db2dddb45189,el,DS3,PICTURE_RECALL,stanza,12,12,1,1,0,0,8,0,0,0,0,0,0,45,31,112
9671400be48e7e144d9eb13d828283b93d01fd1d,el,DS3,PICTURE_RECALL,stanza,38,38,1,1,0,0,8,0,0,0,0,0,0,46,31,112
a59fcebf2ed4c70de0e79a301d8607f0754f2a8b,el,DS3,PD_CTP,stanza,54,54,1,1,0,0,0,0,0,0,0,0,0,47,31,112
e089195adf2a032dafadbf3df75b0a9a525106c8,el,DS3,REPETITION,stanza,84,84,1,1,0,0,0,0,0,0,8,0,0,46,31,112
8a19232870794106e82e7e994f2168bbc7d9e287,el,DS3,MOTOR_SPEECH,stanza,21,21,1,1,0,0,0,0,0,0,0,8,0,45,31,112
8f6d1c7fc6f9c07d80dfad1345ea16b8fa046186,el,DS3,PD_CTP,stanza,59,59,1,1,0,0,0,0,0,0,0,0,0,46,31,112
a80aa88b3c71a5365c33acfbcbcaa99020b5e565,el,DS3,REPETITION,stanza,89,89,1,1,0,0,0,0,0,0,8,0,0,46,31,112
b87fe362ed72a0de64497d679154d3d2fd334835,el,DS3,PICTURE_RECALL,stanza,58,58,1,1,0,0,8,0,0,0,0,0,0,46,31,112
0590c4a9c915ecb964bdf21179ad3395512b4301,el,DS3,MOTOR_SPEECH,stanza,14,14,1,1,0,0,0,0,0,0,0,8,0,25,26,112
f8f3b245c3fcb6f48a2856c004019b2982a3285e,el,DS3,PD_CTP,stanza,45,45,1,1,0,0,0,0,0,0,0,0,0,45,31,112
53a227d5d16d49aaca5ecacc7e8aad5ba231f9c3,el,DS3,REPETITION,stanza,88,88,1,1,0,0,0,0,0,0,8,0,0,46,31,112
07356b739c2073e9cc1d5ce9aabf696b55242ba0,el,DS3,REPETITION,stanza,6,6,1,1,0,0,0,0,0,0,8,0,0,19,31,112
519a653d25741b93cea5ef9eec6ff715c288e47e,el,DS3,PICTURE_RECALL,stanza,32,32,1,1,0,0,8,0,0,0,0,0,0,47,26,112
73c18a92dc4b6ce72e115e174ada567b3421794f,el,DS3,MOTOR_SPEECH,stanza,10,10,1,1,0,0,0,12,0,0,0,8,0,44,31,112
ae57da92f7b9b2345d44dac60644ee5627445a86,el,DS3,PD_CTP,stanza,30,30,1,1,0,0,0,0,0,0,0,0,0,47,26,112
2603f21a513a8ca547f23fbf48e51dc324182a48,el,DS3,PD_CTP,stanza,51,51,1,1,0,0,0,0,0,0,0,0,0,46,31,112
5d3df0f86eaf90b2aab4b70a32052e379f206a62,el,DS3,REPETITION,stanza,105,105,1,1,0,0,0,0,0,0,8,0,0,47,31,112
f343329d089a51706c9c84c36ce886c2f3497dc5,el,DS3,PICTURE_RECALL,stanza,43,43,1,1,0,0,8,0,0,0,0,0,0,47,31,112
6ca893f27e3e1fc55c66634ee87a85116a4b5b97,el,DS3,PICTURE_RECALL,stanza,28,28,1,1,0,0,8,0,0,0,0,0,0,47,31,112
8c4932c0d1d08e91bc7227451eb60c5f66342fb5,el,DS3,REPETITION,stanza,131,131,1,1,0,0,0,0,0,0,8,0,0,46,31,112
dc524fc82e88ed45ad4c30b6283fa53a92c586de,el,DS3,MOTOR_SPEECH,stanza,28,28,1,1,0,0,0,0,0,0,0,8,0,47,31,112
749d8410387dc1a79c7178cfe1563433cb51ff28,el,DS3,PICTURE_RECALL,stanza,29,29,1,1,0,0,8,0,0,0,0,0,0,46,31,112
b6b281a20ac97a0e9b9d285d26283ba1bb900d0e,el,DS3,REPETITION,stanza,50,50,1,1,0,0,0,0,0,0,8,0,0,47,31,112
e760f45e4bb8d757f930393af99fff7e68507b5f,el,DS3,PD_CTP,stanza,13,13,1,1,0,0,0,0,0,0,0,0,0,45,31,112
2a4e3bdc4cae528cef8d8412fc2d59c9a6ab06b3,el,DS3,PD_CTP,stanza,71,71,1,1,0,0,0,0,0,0,0,0,0,47,31,112
bb3d28bcc9e4c1a685180722d03dd3245cf7d264,el,DS3,PICTURE_RECALL,stanza,79,79,1,1,0,0,8,0,0,0,0,0,0,46,31,112
