feature_name,permutation_importance_mean,permutation_importance_std,rank_metric,is_missingness_indicator
ac_egemaps_loudness_sma3_stddevnorm,0.00714285714285714,0.01636634176769943,0.00714285714285714,False
ac_egemaps_f0semitonefrom27_5hz_sma3nz_stddevnorm,0.0035714285714285587,0.0071428571428571175,0.0035714285714285587,False
ac_egemaps_hnrdbacf_sma3nz_stddevnorm,0.0017857142857142794,0.005357142857142839,0.0017857142857142794,False
ac_egemaps_slopeuv500_1500_sma3nz_amean,0.0017857142857142794,0.005357142857142839,0.0017857142857142794,False
ac_egemaps_spectralfluxv_sma3nz_stddevnorm,1.1102230246251566e-17,0.015971914124998515,1.1102230246251566e-17,False
ac_rms_mean,0.0,0.0,0.0,False
ac_egemaps_logrelf0_h1_h2_sma3nz_amean,0.0,0.0,0.0,False
ac_egemaps_loudness_sma3_pctlrange0_2,0.0,0.0,0.0,False
ac_egemaps_stddevvoicedsegmentlengthsec,0.0,0.0,0.0,False
ac_egemaps_loudness_sma3_meanfallingslope,0.0,0.0,0.0,False
ac_egemaps_spectralfluxuv_sma3nz_amean,0.0,0.0,0.0,False
ac_egemaps_mfcc1_sma3_amean,0.0,0.0,0.0,False
ac_rms_std,0.0,0.0,0.0,False
ac_egemaps_slopev0_500_sma3nz_amean,0.0,0.0,0.0,False
ac_egemaps_slopeuv0_500_sma3nz_amean,0.0,0.0,0.0,False
ac_mfcc_1_std,0.0,0.0,0.0,False
ac_egemaps_voicedsegmentspersec,0.0,0.0,0.0,False
ac_egemaps_loudness_sma3_amean,0.0,0.0,0.0,False
ac_mfcc_1_mean,0.0,0.0,0.0,False
ac_egemaps_meanvoicedsegmentlengthsec,0.0,0.0,0.0,False
ac_mfcc_5_std,0.0,0.0,0.0,False
ac_f0_mean,0.0,0.0,0.0,False
ac_egemaps_stddevunvoicedsegmentlength,0.0,0.0,0.0,False
ac_egemaps_spectralfluxv_sma3nz_amean,0.0,0.0,0.0,False
ac_egemaps_spectralflux_sma3_stddevnorm,0.0,0.0,0.0,False
ac_egemaps_f3amplitudelogrelf0_sma3nz_stddevnorm,0.0,0.0,0.0,False
ac_zcr_mean,0.0,0.0,0.0,False
ac_egemaps_mfcc2v_sma3nz_amean,0.0,0.0,0.0,False
ac_egemaps_f1amplitudelogrelf0_sma3nz_stddevnorm,0.0,0.0,0.0,False
ac_egemaps_alpharatiouv_sma3nz_amean,0.0,0.0,0.0,False
ac_egemaps_f0semitonefrom27_5hz_sma3nz_amean,0.0,0.0,0.0,False
ac_egemaps_f2amplitudelogrelf0_sma3nz_stddevnorm,0.0,0.0,0.0,False
ac_egemaps_hammarbergindexuv_sma3nz_amean,0.0,0.0,0.0,False
ac_egemaps_hnrdbacf_sma3nz_amean,0.0,0.0,0.0,False
ac_egemaps_loudness_sma3_percentile80_0,0.0,0.0,0.0,False
ac_egemaps_equivalentsoundlevel_dbp,0.0,0.0,0.0,False
ac_egemaps_f1bandwidth_sma3nz_amean,0.0,0.0,0.0,False
ac_egemaps_mfcc2v_sma3nz_stddevnorm,0.0,0.0,0.0,False
ac_egemaps_mfcc4v_sma3nz_amean,0.0,0.0,0.0,False
ac_egemaps_f1frequency_sma3nz_stddevnorm,0.0,0.0,0.0,False
ac_mfcc_3_mean,0.0,0.0,0.0,False
ac_egemaps_logrelf0_h1_a3_sma3nz_stddevnorm,0.0,0.0,0.0,False
ac_egemaps_mfcc4v_sma3nz_stddevnorm,0.0,0.0,0.0,False
ac_egemaps_f0semitonefrom27_5hz_sma3nz_percentile80_0,0.0,0.0,0.0,False
ac_egemaps_mfcc3v_sma3nz_amean,0.0,0.0,0.0,False
ac_egemaps_shimmerlocaldb_sma3nz_stddevnorm,0.0,0.0,0.0,False
ac_egemaps_f0semitonefrom27_5hz_sma3nz_percentile20_0,0.0,0.0,0.0,False
ac_egemaps_f0semitonefrom27_5hz_sma3nz_pctlrange0_2,0.0,0.0,0.0,False
ac_egemaps_mfcc2_sma3_stddevnorm,0.0,0.0,0.0,False
ac_egemaps_slopev0_500_sma3nz_stddevnorm,0.0,0.0,0.0,False
ac_egemaps_meanunvoicedsegmentlength,0.0,0.0,0.0,False
ac_egemaps_mfcc2_sma3_amean,0.0,0.0,0.0,False
ac_egemaps_f1bandwidth_sma3nz_stddevnorm,0.0,0.0,0.0,False
ac_egemaps_f3frequency_sma3nz_amean,0.0,0.0,0.0,False
ac_egemaps_f3bandwidth_sma3nz_amean,0.0,0.0,0.0,False
ac_egemaps_mfcc3_sma3_amean,0.0,0.0,0.0,False
ac_mfcc_4_std,0.0,0.0,0.0,False
ac_mfcc_4_mean,0.0,0.0,0.0,False
ac_mfcc_3_std,0.0,0.0,0.0,False
