feature_name,native_importance,native_importance_abs,native_importance_type,is_missingness_indicator
syn_mean_utterance_length_words,0.03586074497674684,0.03586074497674684,impurity_importance,False
len_tokens_per_utterance,0.03490834257158171,0.03490834257158171,impurity_importance,False
len_mean_utterance_length,0.032570159901171125,0.032570159901171125,impurity_importance,False
len_token_count,0.028960003377873456,0.028960003377873456,impurity_importance,False
syn_num_ratio,0.028604244213116543,0.028604244213116543,impurity_importance,False
lex_brunet,0.02770970254401457,0.02770970254401457,impurity_importance,False
syn_mean_dependency_length,0.02766056014861738,0.02766056014861738,impurity_importance,False
len_utterance_count,0.026935113202298744,0.026935113202298744,impurity_importance,False
len_syllable_count,0.026223925242117436,0.026223925242117436,impurity_importance,False
lex_std_token_length,0.025849101008517894,0.025849101008517894,impurity_importance,False
lex_honore,0.025201956407092656,0.025201956407092656,impurity_importance,False
len_std_utterance_length,0.025184086702199508,0.025184086702199508,impurity_importance,False
len_type_count,0.02499221093126393,0.02499221093126393,impurity_importance,False
disc_repeated_unigram_ratio,0.024376914639362396,0.024376914639362396,impurity_importance,False
disc_mean_pairwise_utt_similarity,0.02406258720993537,0.02406258720993537,impurity_importance,False
lex_type_token_ratio,0.02400830277527178,0.02400830277527178,impurity_importance,False
lex_repetition_rate,0.02353673372788246,0.02353673372788246,impurity_importance,False
syn_utterance_count,0.023512126283679623,0.023512126283679623,impurity_importance,False
syn_std_dependency_length,0.023364462326694552,0.023364462326694552,impurity_importance,False
lex_mattr_20,0.02304856852827988,0.02304856852827988,impurity_importance,False
disc_adjacent_utterance_similarity_std,0.02260333396776922,0.02260333396776922,impurity_importance,False
disc_adjacent_utterance_similarity_mean,0.022588347742305965,0.022588347742305965,impurity_importance,False
lex_lemma_type_token_ratio,0.022571910497597537,0.022571910497597537,impurity_importance,False
lex_hapax_ratio,0.02242027381343941,0.02242027381343941,impurity_importance,False
lex_mean_token_length,0.02228079594086826,0.02228079594086826,impurity_importance,False
lex_mattr_10,0.022123593154403137,0.022123593154403137,impurity_importance,False
disc_semantic_drift,0.021917372615893906,0.021917372615893906,impurity_importance,False
disc_repeated_bigram_ratio,0.02027754740133503,0.02027754740133503,impurity_importance,False
disc_local_coherence,0.01998462997024448,0.01998462997024448,impurity_importance,False
disc_repeated_trigram_ratio,0.01641847778673064,0.01641847778673064,impurity_importance,False
syn_clause_density,0.015383664605772398,0.015383664605772398,impurity_importance,False
syn_propn_ratio,0.01264300123379946,0.01264300123379946,impurity_importance,False
syn_max_dependency_length,0.011570920932926672,0.011570920932926672,impurity_importance,False
syn_mean_tree_depth,0.010943936024694102,0.010943936024694102,impurity_importance,False
pause_filled_per_100_words,0.009702437941465851,0.009702437941465851,impurity_importance,False
syn_subordination_ratio,0.00791793236669847,0.00791793236669847,impurity_importance,False
syn_obl_ratio,0.007231195251465885,0.007231195251465885,impurity_importance,False
disc_immediate_repetition_count,0.006630715567963477,0.006630715567963477,impurity_importance,False
syn_pronoun_ratio,0.006345036802984927,0.006345036802984927,impurity_importance,False
syn_aux_verb_ratio,0.006338159173643417,0.006338159173643417,impurity_importance,False
syn_nsubj_ratio,0.0061752231372003905,0.0061752231372003905,impurity_importance,False
syn_cconj_ratio,0.006017470052458979,0.006017470052458979,impurity_importance,False
pause_filled_count,0.005853486393123427,0.005853486393123427,impurity_importance,False
syn_determiner_ratio,0.005331970518429483,0.005331970518429483,impurity_importance,False
lex_function_word_ratio,0.005214631549091728,0.005214631549091728,impurity_importance,False
syn_max_tree_depth,0.005048916600306121,0.005048916600306121,impurity_importance,False
syn_determiner_noun_ratio,0.004804583022592274,0.004804583022592274,impurity_importance,False
syn_pronoun_noun_ratio,0.004661689902807523,0.004661689902807523,impurity_importance,False
syn_noun_ratio,0.004598612431460342,0.004598612431460342,impurity_importance,False
syn_interjection_ratio,0.00401659701297813,0.00401659701297813,impurity_importance,False
syn_verb_ratio,0.003959860077770489,0.003959860077770489,impurity_importance,False
lex_content_word_ratio,0.003821284178190317,0.003821284178190317,impurity_importance,False
syn_adp_ratio,0.0033837654289762672,0.0033837654289762672,impurity_importance,False
syn_noun_verb_ratio,0.0032772036846391134,0.0032772036846391134,impurity_importance,False
syn_advmod_ratio,0.003019277712925365,0.003019277712925365,impurity_importance,False
syn_adv_ratio,0.002980614482582897,0.002980614482582897,impurity_importance,False
syn_open_closed_ratio,0.0028525640093953852,0.0028525640093953852,impurity_importance,False
syn_content_function_ratio,0.0027412357746517246,0.0027412357746517246,impurity_importance,False
syn_obj_ratio,0.0026394711923255873,0.0026394711923255873,impurity_importance,False
missingindicator_syn_open_closed_ratio,0.0025621162245198573,0.0025621162245198573,impurity_importance,True
syn_aux_ratio,0.0025432441646383256,0.0025432441646383256,impurity_importance,False
missingindicator_syn_amod_ratio,0.002283839020615882,0.002283839020615882,impurity_importance,True
syn_adj_ratio,0.002255922596984696,0.002255922596984696,impurity_importance,False
syn_part_ratio,0.002071019417419419,0.002071019417419419,impurity_importance,False
syn_sconj_ratio,0.0018702768100945105,0.0018702768100945105,impurity_importance,False
missingindicator_syn_noun_verb_ratio,0.0018349742742903587,0.0018349742742903587,impurity_importance,True
missingindicator_syn_obl_ratio,0.001675618877243716,0.001675618877243716,impurity_importance,True
missingindicator_syn_std_dependency_length,0.0016359248409049672,0.0016359248409049672,impurity_importance,True
missingindicator_syn_pronoun_noun_ratio,0.0015201632271010636,0.0015201632271010636,impurity_importance,True
syn_amod_ratio,0.001350975761095709,0.001350975761095709,impurity_importance,False
